18009 warn tar ENOSPC: no space left on device, write
27962 silly saveTree │ │ │ └── @babel/plugin-syntax-json-strings@7.8.3
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-logical-assignment-operators@7.18.9
27962 silly saveTree │ │ │ └── @babel/plugin-syntax-logical-assignment-operators@7.10.4
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-nullish-coalescing-operator@7.18.6
27962 silly saveTree │ │ │ └── @babel/plugin-syntax-nullish-coalescing-operator@7.8.3
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-numeric-separator@7.18.6
27962 silly saveTree │ │ │ └── @babel/plugin-syntax-numeric-separator@7.10.4
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-object-rest-spread@7.18.9
27962 silly saveTree │ │ │ ├── @babel/plugin-syntax-object-rest-spread@7.8.3
27962 silly saveTree │ │ │ └── @babel/plugin-transform-parameters@7.18.8
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-optional-catch-binding@7.18.6
27962 silly saveTree │ │ │ └── @babel/plugin-syntax-optional-catch-binding@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-proposal-optional-chaining@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-proposal-private-methods@7.18.6
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-private-property-in-object@7.18.6
27962 silly saveTree │ │ │ ├── @babel/helper-annotate-as-pure@7.18.6
27962 silly saveTree │ │ │ └── @babel/plugin-syntax-private-property-in-object@7.14.5
27962 silly saveTree │ │ ├─┬ @babel/plugin-proposal-unicode-property-regex@7.18.6
27962 silly saveTree │ │ │ └─┬ @babel/helper-create-regexp-features-plugin@7.18.6
27962 silly saveTree │ │ │   ├── @babel/helper-annotate-as-pure@7.18.6
27962 silly saveTree │ │ │   └─┬ regexpu-core@5.1.0
27962 silly saveTree │ │ │     ├─┬ regenerate-unicode-properties@10.0.1
27962 silly saveTree │ │ │     │ └── regenerate@1.4.2
27962 silly saveTree │ │ │     ├── regenerate@1.4.2
27962 silly saveTree │ │ │     ├── regjsgen@0.6.0
27962 silly saveTree │ │ │     ├─┬ regjsparser@0.8.4
27962 silly saveTree │ │ │     │ └── jsesc@0.5.0
27962 silly saveTree │ │ │     ├─┬ unicode-match-property-ecmascript@2.0.0
27962 silly saveTree │ │ │     │ ├── unicode-canonical-property-names-ecmascript@2.0.0
27962 silly saveTree │ │ │     │ └── unicode-property-aliases-ecmascript@2.0.0
27962 silly saveTree │ │ │     └── unicode-match-property-value-ecmascript@2.0.0
27962 silly saveTree │ │ ├── @babel/plugin-syntax-class-properties@7.12.13
27962 silly saveTree │ │ ├── @babel/plugin-syntax-class-static-block@7.14.5
27962 silly saveTree │ │ ├── @babel/plugin-syntax-dynamic-import@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-export-namespace-from@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-json-strings@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-logical-assignment-operators@7.10.4
27962 silly saveTree │ │ ├── @babel/plugin-syntax-nullish-coalescing-operator@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-numeric-separator@7.10.4
27962 silly saveTree │ │ ├── @babel/plugin-syntax-object-rest-spread@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-optional-catch-binding@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-optional-chaining@7.8.3
27962 silly saveTree │ │ ├── @babel/plugin-syntax-private-property-in-object@7.14.5
27962 silly saveTree │ │ ├── @babel/plugin-syntax-top-level-await@7.14.5
27962 silly saveTree │ │ ├── @babel/plugin-transform-arrow-functions@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-block-scoped-functions@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-block-scoping@7.18.9
27962 silly saveTree │ │ ├─┬ @babel/plugin-transform-classes@7.18.9
27962 silly saveTree │ │ │ └── @babel/helper-annotate-as-pure@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-computed-properties@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-destructuring@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-dotall-regex@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-duplicate-keys@7.18.9
27962 silly saveTree │ │ ├─┬ @babel/plugin-transform-exponentiation-operator@7.18.6
27962 silly saveTree │ │ │ └─┬ @babel/helper-builder-binary-assignment-operator-visitor@7.18.9
27962 silly saveTree │ │ │   └── @babel/helper-explode-assignable-expression@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-for-of@7.18.8
27962 silly saveTree │ │ ├── @babel/plugin-transform-function-name@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-literals@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-member-expression-literals@7.18.6
27962 silly saveTree │ │ ├─┬ @babel/plugin-transform-modules-amd@7.18.6
27962 silly saveTree │ │ │ └─┬ babel-plugin-dynamic-import-node@2.3.3
27962 silly saveTree │ │ │   └─┬ object.assign@4.1.2
27962 silly saveTree │ │ │     ├─┬ call-bind@1.0.2
27962 silly saveTree │ │ │     │ └─┬ get-intrinsic@1.1.2
27962 silly saveTree │ │ │     │   └── has-symbols@1.0.3
27962 silly saveTree │ │ │     ├─┬ define-properties@1.1.4
27962 silly saveTree │ │ │     │ ├── has-property-descriptors@1.0.0
27962 silly saveTree │ │ │     │ └── object-keys@1.1.1
27962 silly saveTree │ │ │     ├── has-symbols@1.0.3
27962 silly saveTree │ │ │     └── object-keys@1.1.1
27962 silly saveTree │ │ ├── @babel/plugin-transform-modules-commonjs@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-modules-systemjs@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-modules-umd@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-named-capturing-groups-regex@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-new-target@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-object-super@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-parameters@7.18.8
27962 silly saveTree │ │ ├── @babel/plugin-transform-property-literals@7.18.6
27962 silly saveTree │ │ ├─┬ @babel/plugin-transform-regenerator@7.18.6
27962 silly saveTree │ │ │ └─┬ regenerator-transform@0.15.0
27962 silly saveTree │ │ │   └─┬ @babel/runtime@7.14.8
27962 silly saveTree │ │ │     └── regenerator-runtime@0.13.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-reserved-words@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-shorthand-properties@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-spread@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-sticky-regex@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-template-literals@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-typeof-symbol@7.18.9
27962 silly saveTree │ │ ├── @babel/plugin-transform-unicode-escapes@7.18.6
27962 silly saveTree │ │ ├── @babel/plugin-transform-unicode-regex@7.18.6
27962 silly saveTree │ │ ├─┬ @babel/preset-modules@0.1.5
27962 silly saveTree │ │ │ └── esutils@2.0.3
27962 silly saveTree │ │ └── semver@6.3.0
27962 silly saveTree │ ├── @babel/runtime@7.14.8
27962 silly saveTree │ ├── @babel/template@7.14.5
27962 silly saveTree │ ├── @discoveryjs/json-ext@0.5.3
27962 silly saveTree │ ├─┬ @jsdevtools/coverage-istanbul-loader@3.0.5
27962 silly saveTree │ │ ├─┬ istanbul-lib-instrument@4.0.3
27962 silly saveTree │ │ │ ├── @istanbuljs/schema@0.1.3
27962 silly saveTree │ │ │ ├── istanbul-lib-coverage@3.2.0
27962 silly saveTree │ │ │ └── semver@6.3.0
27962 silly saveTree │ │ ├─┬ loader-utils@2.0.0
27962 silly saveTree │ │ │ ├── big.js@5.2.2
27962 silly saveTree │ │ │ └── emojis-list@3.0.0
27962 silly saveTree │ │ ├─┬ merge-source-map@1.1.0
27962 silly saveTree │ │ │ └── source-map@0.6.1
27962 silly saveTree │ │ └─┬ schema-utils@2.7.1
27962 silly saveTree │ │   ├── @types/json-schema@7.0.11
27962 silly saveTree │ │   ├── ajv-keywords@3.5.2
27962 silly saveTree │ │   └─┬ ajv@6.12.6
27962 silly saveTree │ │     └── json-schema-traverse@0.4.1
27962 silly saveTree │ ├── @ngtools/webpack@12.2.17
27962 silly saveTree │ ├── ansi-colors@4.1.1
27962 silly saveTree │ ├─┬ babel-loader@8.2.2
27962 silly saveTree │ │ ├─┬ find-cache-dir@3.3.1
27962 silly saveTree │ │ │ ├── commondir@1.0.1
27962 silly saveTree │ │ │ ├─┬ make-dir@3.1.0
27962 silly saveTree │ │ │ │ └── semver@6.3.0
27962 silly saveTree │ │ │ └─┬ pkg-dir@4.2.0
27962 silly saveTree │ │ │   └─┬ find-up@4.1.0
27962 silly saveTree │ │ │     ├─┬ locate-path@5.0.0
27962 silly saveTree │ │ │     │ └─┬ p-locate@4.1.0
27962 silly saveTree │ │ │     │   └─┬ p-limit@2.3.0
27962 silly saveTree │ │ │     │     └── p-try@2.2.0
27962 silly saveTree │ │ │     └── path-exists@4.0.0
27962 silly saveTree │ │ ├─┬ loader-utils@1.4.0
27962 silly saveTree │ │ │ └─┬ json5@1.0.1
27962 silly saveTree │ │ │   └── minimist@1.2.6
27962 silly saveTree │ │ └── make-dir@3.1.0
27962 silly saveTree │ ├── browserslist@4.21.2
27962 silly saveTree │ ├─┬ cacache@15.2.0
27962 silly saveTree │ │ ├─┬ @npmcli/move-file@1.1.2
27962 silly saveTree │ │ │ ├── mkdirp@1.0.4
27962 silly saveTree │ │ │ └─┬ rimraf@3.0.2
27962 silly saveTree │ │ │   └─┬ glob@7.1.7
27962 silly saveTree │ │ │     ├── fs.realpath@1.0.0
27962 silly saveTree │ │ │     ├─┬ inflight@1.0.6
27962 silly saveTree │ │ │     │ ├─┬ once@1.4.0
27962 silly saveTree │ │ │     │ │ └── wrappy@1.0.2
27962 silly saveTree │ │ │     │ └── wrappy@1.0.2
27962 silly saveTree │ │ │     ├── inherits@2.0.4
27962 silly saveTree │ │ │     ├─┬ minimatch@3.0.4
27962 silly saveTree │ │ │     │ └─┬ brace-expansion@1.1.11
27962 silly saveTree │ │ │     │   ├── balanced-match@1.0.2
27962 silly saveTree │ │ │     │   └── concat-map@0.0.1
27962 silly saveTree │ │ │     ├── once@1.4.0
27962 silly saveTree │ │ │     └── path-is-absolute@1.0.1
27962 silly saveTree │ │ ├── chownr@2.0.0
27962 silly saveTree │ │ ├─┬ fs-minipass@2.1.0
27962 silly saveTree │ │ │ └─┬ minipass@3.3.4
27962 silly saveTree │ │ │   └── yallist@4.0.0
27962 silly saveTree │ │ ├── glob@7.1.7
27962 silly saveTree │ │ ├── infer-owner@1.0.4
27962 silly saveTree │ │ ├── lru-cache@6.0.0
27962 silly saveTree │ │ ├── minipass-collect@1.0.2
27962 silly saveTree │ │ ├── minipass-flush@1.0.5
27962 silly saveTree │ │ ├── minipass-pipeline@1.2.4
27962 silly saveTree │ │ ├── minipass@3.3.4
27962 silly saveTree │ │ ├── mkdirp@1.0.4
27962 silly saveTree │ │ ├─┬ p-map@4.0.0
27962 silly saveTree │ │ │ └─┬ aggregate-error@3.1.0
27962 silly saveTree │ │ │   ├── clean-stack@2.2.0
27962 silly saveTree │ │ │   └── indent-string@4.0.0
27962 silly saveTree │ │ ├── promise-inflight@1.0.1
27962 silly saveTree │ │ ├── rimraf@3.0.2
27962 silly saveTree │ │ ├── ssri@8.0.1
27962 silly saveTree │ │ ├─┬ tar@6.1.11
27962 silly saveTree │ │ │ └── minizlib@2.1.2
27962 silly saveTree │ │ └─┬ unique-filename@1.1.1
27962 silly saveTree │ │   └─┬ unique-slug@2.0.2
27962 silly saveTree │ │     └── imurmurhash@0.1.4
27962 silly saveTree │ ├── caniuse-lite@1.0.30001367
27962 silly saveTree │ ├── circular-dependency-plugin@5.2.2
27962 silly saveTree │ ├─┬ copy-webpack-plugin@9.0.1
27962 silly saveTree │ │ ├─┬ fast-glob@3.2.11
27962 silly saveTree │ │ │ ├── @nodelib/fs.stat@2.0.5
27962 silly saveTree │ │ │ ├─┬ @nodelib/fs.walk@1.2.8
27962 silly saveTree │ │ │ │ ├─┬ @nodelib/fs.scandir@2.1.5
27962 silly saveTree │ │ │ │ │ └─┬ run-parallel@1.2.0
27962 silly saveTree │ │ │ │ │   └── queue-microtask@1.2.3
27962 silly saveTree │ │ │ │ └─┬ fastq@1.13.0
27962 silly saveTree │ │ │ │   └── reusify@1.0.4
27962 silly saveTree │ │ │ ├─┬ glob-parent@5.1.2
27962 silly saveTree │ │ │ │ └─┬ is-glob@4.0.3
27962 silly saveTree │ │ │ │   └── is-extglob@2.1.1
27962 silly saveTree │ │ │ ├── merge2@1.4.1
27962 silly saveTree │ │ │ └─┬ micromatch@4.0.5
27962 silly saveTree │ │ │   ├─┬ braces@3.0.2
27962 silly saveTree │ │ │   │ └─┬ fill-range@7.0.1
27962 silly saveTree │ │ │   │   └─┬ to-regex-range@5.0.1
27962 silly saveTree │ │ │   │     └── is-number@7.0.0
27962 silly saveTree │ │ │   └── picomatch@2.3.1
27962 silly saveTree │ │ ├── glob-parent@6.0.2
27962 silly saveTree │ │ ├─┬ globby@11.1.0
27962 silly saveTree │ │ │ ├── array-union@2.1.0
27962 silly saveTree │ │ │ ├─┬ dir-glob@3.0.1
27962 silly saveTree │ │ │ │ └── path-type@4.0.0
27962 silly saveTree │ │ │ ├── ignore@5.2.0
27962 silly saveTree │ │ │ └── slash@3.0.0
27962 silly saveTree │ │ ├── normalize-path@3.0.0
27962 silly saveTree │ │ ├─┬ p-limit@3.1.0
27962 silly saveTree │ │ │ └── yocto-queue@0.1.0
27962 silly saveTree │ │ ├─┬ schema-utils@3.1.1
27962 silly saveTree │ │ │ └─┬ ajv@6.12.6
27962 silly saveTree │ │ │   └── json-schema-traverse@0.4.1
27962 silly saveTree │ │ └─┬ serialize-javascript@6.0.0
27962 silly saveTree │ │   └── randombytes@2.1.0
27962 silly saveTree │ ├── core-js@3.16.0
27962 silly saveTree │ ├─┬ critters@0.0.12
27962 silly saveTree │ │ ├─┬ chalk@4.1.2
27962 silly saveTree │ │ │ ├─┬ ansi-styles@4.3.0
27962 silly saveTree │ │ │ │ └─┬ color-convert@2.0.1
27962 silly saveTree │ │ │ │   └── color-name@1.1.4
27962 silly saveTree │ │ │ └─┬ supports-color@7.2.0
27962 silly saveTree │ │ │   └── has-flag@4.0.0
27962 silly saveTree │ │ ├─┬ css-select@4.3.0
27962 silly saveTree │ │ │ ├── boolbase@1.0.0
27962 silly saveTree │ │ │ ├── css-what@6.1.0
27962 silly saveTree │ │ │ ├─┬ domhandler@4.3.1
27962 silly saveTree │ │ │ │ └── domelementtype@2.3.0
27962 silly saveTree │ │ │ ├─┬ domutils@2.8.0
27962 silly saveTree │ │ │ │ └─┬ dom-serializer@1.4.1
27962 silly saveTree │ │ │ │   └── entities@2.2.0
27962 silly saveTree │ │ │ └── nth-check@2.1.1
27962 silly saveTree │ │ ├─┬ parse5-htmlparser2-tree-adapter@6.0.1
27962 silly saveTree │ │ │ └── parse5@6.0.1
27962 silly saveTree │ │ ├── parse5@6.0.1
27962 silly saveTree │ │ ├─┬ postcss@8.4.14
27962 silly saveTree │ │ │ ├── nanoid@3.3.4
27962 silly saveTree │ │ │ └── source-map-js@1.0.2
27962 silly saveTree │ │ └── pretty-bytes@5.6.0
27962 silly saveTree │ ├─┬ css-loader@6.2.0
27962 silly saveTree │ │ ├── icss-utils@5.1.0
27962 silly saveTree │ │ ├── postcss-modules-extract-imports@3.0.0
27962 silly saveTree │ │ ├─┬ postcss-modules-local-by-default@4.0.0
27962 silly saveTree │ │ │ ├─┬ postcss-selector-parser@6.0.10
27962 silly saveTree │ │ │ │ ├── cssesc@3.0.0
27962 silly saveTree │ │ │ │ └── util-deprecate@1.0.2
27962 silly saveTree │ │ │ └── postcss-value-parser@4.2.0
27962 silly saveTree │ │ ├── postcss-modules-scope@3.0.0
27962 silly saveTree │ │ ├── postcss-modules-values@4.0.0
27962 silly saveTree │ │ ├── postcss-value-parser@4.2.0
27962 silly saveTree │ │ ├─┬ postcss@8.3.6
27962 silly saveTree │ │ │ ├── colorette@1.4.0
27962 silly saveTree │ │ │ └── source-map-js@0.6.2
27962 silly saveTree │ │ └── semver@7.3.5
27962 silly saveTree │ ├─┬ css-minimizer-webpack-plugin@3.0.2
27962 silly saveTree │ │ ├─┬ cssnano@5.1.12
27962 silly saveTree │ │ │ ├─┬ cssnano-preset-default@5.2.12
27962 silly saveTree │ │ │ │ ├── css-declaration-sorter@6.3.0
27962 silly saveTree │ │ │ │ ├── cssnano-utils@3.1.0
27962 silly saveTree │ │ │ │ ├── postcss-calc@8.2.4
27962 silly saveTree │ │ │ │ ├─┬ postcss-colormin@5.3.0
27962 silly saveTree │ │ │ │ │ ├─┬ caniuse-api@3.0.0
27962 silly saveTree │ │ │ │ │ │ ├── lodash.memoize@4.1.2
27962 silly saveTree │ │ │ │ │ │ └── lodash.uniq@4.5.0
27962 silly saveTree │ │ │ │ │ └── colord@2.9.2
27962 silly saveTree │ │ │ │ ├── postcss-convert-values@5.1.2
27962 silly saveTree │ │ │ │ ├── postcss-discard-comments@5.1.2
27962 silly saveTree │ │ │ │ ├── postcss-discard-duplicates@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-discard-empty@5.1.1
27962 silly saveTree │ │ │ │ ├── postcss-discard-overridden@5.1.0
27962 silly saveTree │ │ │ │ ├─┬ postcss-merge-longhand@5.1.6
27962 silly saveTree │ │ │ │ │ └── stylehacks@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-merge-rules@5.1.2
27962 silly saveTree │ │ │ │ ├── postcss-minify-font-values@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-minify-gradients@5.1.1
27962 silly saveTree │ │ │ │ ├── postcss-minify-params@5.1.3
27962 silly saveTree │ │ │ │ ├── postcss-minify-selectors@5.2.1
27962 silly saveTree │ │ │ │ ├── postcss-normalize-charset@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-normalize-display-values@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-normalize-positions@5.1.1
27962 silly saveTree │ │ │ │ ├── postcss-normalize-repeat-style@5.1.1
27962 silly saveTree │ │ │ │ ├── postcss-normalize-string@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-normalize-timing-functions@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-normalize-unicode@5.1.0
27962 silly saveTree │ │ │ │ ├─┬ postcss-normalize-url@5.1.0
27962 silly saveTree │ │ │ │ │ └── normalize-url@6.1.0
27962 silly saveTree │ │ │ │ ├── postcss-normalize-whitespace@5.1.1
27962 silly saveTree │ │ │ │ ├── postcss-ordered-values@5.1.3
27962 silly saveTree │ │ │ │ ├── postcss-reduce-initial@5.1.0
27962 silly saveTree │ │ │ │ ├── postcss-reduce-transforms@5.1.0
27962 silly saveTree │ │ │ │ ├─┬ postcss-svgo@5.1.0
27962 silly saveTree │ │ │ │ │ └─┬ svgo@2.8.0
27962 silly saveTree │ │ │ │ │   ├── @trysound/sax@0.2.0
27962 silly saveTree │ │ │ │ │   ├── commander@7.2.0
27962 silly saveTree │ │ │ │ │   ├─┬ css-tree@1.1.3
27962 silly saveTree │ │ │ │ │   │ ├── mdn-data@2.0.14
27962 silly saveTree │ │ │ │ │   │ └── source-map@0.6.1
27962 silly saveTree │ │ │ │ │   ├── csso@4.2.0
27962 silly saveTree │ │ │ │ │   └── stable@0.1.8
27962 silly saveTree │ │ │ │ └── postcss-unique-selectors@5.1.1
27962 silly saveTree │ │ │ ├── lilconfig@2.0.6
27962 silly saveTree │ │ │ └── yaml@1.10.2
27962 silly saveTree │ │ ├─┬ jest-worker@27.5.1
27962 silly saveTree │ │ │ ├── @types/node@12.20.55
27962 silly saveTree │ │ │ ├── merge-stream@2.0.0
27962 silly saveTree │ │ │ └─┬ supports-color@8.1.1
27962 silly saveTree │ │ │   └── has-flag@4.0.0
27962 silly saveTree │ │ ├── p-limit@3.1.0
27962 silly saveTree │ │ ├─┬ schema-utils@3.1.1
27962 silly saveTree │ │ │ └─┬ ajv@6.12.6
27962 silly saveTree │ │ │   └── json-schema-traverse@0.4.1
27962 silly saveTree │ │ └── source-map@0.6.1
27962 silly saveTree │ ├── esbuild-wasm@0.13.8
27962 silly saveTree │ ├─┬ esbuild@0.13.8
27962 silly saveTree │ │ ├── esbuild-android-arm64@0.13.8
27962 silly saveTree │ │ ├── esbuild-darwin-64@0.13.8
27962 silly saveTree │ │ ├── esbuild-darwin-arm64@0.13.8
27962 silly saveTree │ │ ├── esbuild-freebsd-64@0.13.8
27962 silly saveTree │ │ ├── esbuild-freebsd-arm64@0.13.8
27962 silly saveTree │ │ ├── esbuild-linux-32@0.13.8
27962 silly saveTree │ │ ├── esbuild-linux-64@0.13.8
27962 silly saveTree │ │ ├── esbuild-linux-arm@0.13.8
27962 silly saveTree │ │ ├── esbuild-linux-arm64@0.13.8
27962 silly saveTree │ │ ├── esbuild-linux-mips64le@0.13.8
27962 silly saveTree │ │ ├── esbuild-linux-ppc64le@0.13.8
27962 silly saveTree │ │ ├── esbuild-netbsd-64@0.13.8
27962 silly saveTree │ │ ├── esbuild-openbsd-64@0.13.8
27962 silly saveTree │ │ ├── esbuild-sunos-64@0.13.8
27962 silly saveTree │ │ ├── esbuild-windows-32@0.13.8
27962 silly saveTree │ │ ├── esbuild-windows-64@0.13.8
27962 silly saveTree │ │ └── esbuild-windows-arm64@0.13.8
27962 silly saveTree │ ├── find-cache-dir@3.3.1
27962 silly saveTree │ ├── glob@7.1.7
27962 silly saveTree │ ├─┬ https-proxy-agent@5.0.0
27962 silly saveTree │ │ └── agent-base@6.0.2
27962 silly saveTree │ ├─┬ inquirer@8.1.2
27962 silly saveTree │ │ ├─┬ ansi-escapes@4.3.2
27962 silly saveTree │ │ │ └── type-fest@0.21.3
27962 silly saveTree │ │ ├─┬ chalk@4.1.2
27962 silly saveTree │ │ │ ├─┬ ansi-styles@4.3.0
27962 silly saveTree │ │ │ │ └─┬ color-convert@2.0.1
27962 silly saveTree │ │ │ │   └── color-name@1.1.4
27962 silly saveTree │ │ │ └─┬ supports-color@7.2.0
27962 silly saveTree │ │ │   └── has-flag@4.0.0
27962 silly saveTree │ │ ├─┬ cli-cursor@3.1.0
27962 silly saveTree │ │ │ └─┬ restore-cursor@3.1.0
27962 silly saveTree │ │ │   ├─┬ onetime@5.1.2
27962 silly saveTree │ │ │   │ └── mimic-fn@2.1.0
27962 silly saveTree │ │ │   └── signal-exit@3.0.7
27962 silly saveTree │ │ ├── cli-width@3.0.0
27962 silly saveTree │ │ ├─┬ external-editor@3.1.0
27962 silly saveTree │ │ │ ├── chardet@0.7.0
27962 silly saveTree │ │ │ ├─┬ iconv-lite@0.4.24
27962 silly saveTree │ │ │ │ └── safer-buffer@2.1.2
27962 silly saveTree │ │ │ └─┬ tmp@0.0.33
27962 silly saveTree │ │ │   └── os-tmpdir@1.0.2
27962 silly saveTree │ │ ├── figures@3.2.0
27962 silly saveTree │ │ ├── lodash@4.17.21
27962 silly saveTree │ │ ├── mute-stream@0.0.8
27962 silly saveTree │ │ ├─┬ ora@5.4.1
27962 silly saveTree │ │ │ ├─┬ bl@4.1.0
27962 silly saveTree │ │ │ │ ├─┬ buffer@5.7.1
27962 silly saveTree │ │ │ │ │ ├── base64-js@1.5.1
27962 silly saveTree │ │ │ │ │ └── ieee754@1.2.1
27962 silly saveTree │ │ │ │ └─┬ readable-stream@3.6.0
27962 silly saveTree │ │ │ │   └─┬ string_decoder@1.3.0
27962 silly saveTree │ │ │ │     └── safe-buffer@5.2.1
27962 silly saveTree │ │ │ ├─┬ chalk@4.1.2
27962 silly saveTree │ │ │ │ ├─┬ ansi-styles@4.3.0
27962 silly saveTree │ │ │ │ │ └─┬ color-convert@2.0.1
27962 silly saveTree │ │ │ │ │   └── color-name@1.1.4
27962 silly saveTree │ │ │ │ └─┬ supports-color@7.2.0
27962 silly saveTree │ │ │ │   └── has-flag@4.0.0
27962 silly saveTree │ │ │ ├── cli-spinners@2.6.1
27962 silly saveTree │ │ │ ├── is-interactive@1.0.0
27962 silly saveTree │ │ │ ├── is-unicode-supported@0.1.0
27962 silly saveTree │ │ │ ├─┬ log-symbols@4.1.0
27962 silly saveTree │ │ │ │ └─┬ chalk@4.1.2
27962 silly saveTree │ │ │ │   ├─┬ ansi-styles@4.3.0
27962 silly saveTree │ │ │ │   │ └─┬ color-convert@2.0.1
27962 silly saveTree │ │ │ │   │   └── color-name@1.1.4
27962 silly saveTree │ │ │ │   └─┬ supports-color@7.2.0
27962 silly saveTree │ │ │ │     └── has-flag@4.0.0
27962 silly saveTree │ │ │ ├─┬ strip-ansi@6.0.1
27962 silly saveTree │ │ │ │ └── ansi-regex@5.0.1
27962 silly saveTree │ │ │ └─┬ wcwidth@1.0.1
27962 silly saveTree │ │ │   └─┬ defaults@1.0.3
27962 silly saveTree │ │ │     └── clone@1.0.4
27962 silly saveTree │ │ ├── run-async@2.4.1
27962 silly saveTree │ │ ├─┬ rxjs@7.5.6
27962 silly saveTree │ │ │ └── tslib@2.4.0
27962 silly saveTree │ │ ├─┬ string-width@4.2.3
27962 silly saveTree │ │ │ ├── emoji-regex@8.0.0
27962 silly saveTree │ │ │ └── is-fullwidth-code-point@3.0.0
27962 silly saveTree │ │ ├── strip-ansi@6.0.1
27962 silly saveTree │ │ └── through@2.3.8
27962 silly saveTree │ ├─┬ karma-source-map-support@1.4.0
27962 silly saveTree │ │ └─┬ source-map-support@0.5.19
27962 silly saveTree │ │   ├── buffer-from@1.1.2
27962 silly saveTree │ │   └── source-map@0.6.1
27962 silly saveTree │ ├─┬ less-loader@10.0.1
27962 silly saveTree │ │ └── klona@2.0.5
27962 silly saveTree │ ├─┬ less@4.1.1
27962 silly saveTree │ │ ├─┬ copy-anything@2.0.6
27962 silly saveTree │ │ │ └── is-what@3.14.1
27962 silly saveTree │ │ ├─┬ errno@0.1.8
27962 silly saveTree │ │ │ └── prr@1.0.1
27962 silly saveTree │ │ ├── graceful-fs@4.2.10
27962 silly saveTree │ │ ├── image-size@0.5.5
27962 silly saveTree │ │ ├─┬ make-dir@2.1.0
27962 silly saveTree │ │ │ ├── pify@4.0.1
27962 silly saveTree │ │ │ └── semver@5.7.1
27962 silly saveTree │ │ ├── mime@1.6.0
27962 silly saveTree │ │ ├─┬ needle@2.9.1
27962 silly saveTree │ │ │ ├── debug@3.2.7
27962 silly saveTree │ │ │ └── sax@1.2.4
27962 silly saveTree │ │ ├── parse-node-version@1.0.1
27962 silly saveTree │ │ ├── source-map@0.6.1
27962 silly saveTree │ │ └── tslib@1.14.1
27962 silly saveTree │ ├─┬ license-webpack-plugin@2.3.20
27962 silly saveTree │ │ ├─┬ @types/webpack-sources@0.1.9
27962 silly saveTree │ │ │ ├── @types/source-list-map@0.1.2
27962 silly saveTree │ │ │ └── source-map@0.6.1
27962 silly saveTree │ │ └─┬ webpack-sources@1.4.3
27962 silly saveTree │ │   ├── source-list-map@2.0.1
27962 silly saveTree │ │   └── source-map@0.6.1
27962 silly saveTree │ ├── loader-utils@2.0.0
27962 silly saveTree │ ├─┬ mini-css-extract-plugin@2.4.2
27962 silly saveTree │ │ └─┬ schema-utils@3.1.1
27962 silly saveTree │ │   └─┬ ajv@6.12.6
27962 silly saveTree │ │     └── json-schema-traverse@0.4.1
27962 silly saveTree │ ├── minimatch@3.0.4
27962 silly saveTree │ ├─┬ open@8.2.1
